 T n_h1/n_h n_he1/n_h n_he2/n_h
   1563.20568823961837236827174758200568           7.22006923762608372027144208420010098E-0020     1.08436021959113966959399807297368087E-0054     2.05199464659084211968032919217560752E-0205
   1719.52625706358019788543152569465372           7.62344840627595104190375875409995154E-0018     1.90147160781555601785967211199005061E-0049     3.48065244625024364418644671942112203E-0186
   1875.84682588754141651604115307017760           3.72361035795006198993761467999360650E-0016     4.48219844093857353309109328030312804E-0045     3.72540117150324226194834821313322394E-0170
   2032.16739471148545540351328889921748           1.00473146018618354778718791374761198E-0014     2.25582579139001380854205519290904208E-0041     1.37653518280907477103733050662475559E-0156
   2188.48796353512989236073755223840250           1.70014672192635126879952297164484958E-0013     3.37350105271107863487311220633290385E-0038     5.91226489434462408731116296802594232E-0145
   2344.80853235523693368061336115633558           1.98008420219159929086235728452082784E-0012     1.91031570116829160453181198073713584E-0035     7.19056461794709552727150293750444034E-0135
   2501.12910114496665918494087058295886           1.70201909691972188656459542879003240E-0011     4.91314491186853477454210856048785840E-0033     4.82905668994661650475852498417918706E-0126
   2657.44966973415109857462650944718333           1.13901148569241793169608203919555139E-0010     6.59557929407799532512634832905433344E-0031     2.98452976568647555867177989497473989E-0118
   2813.77023726021273440687041729257982           6.18625093496388441444757597551589755E-0010     5.14966248117302079623122763983102651E-0029     2.52552350775282695688126036868178790E-0111
   2970.09080010123129104769832704269505           2.81787681680465764197073235118546615E-0009     2.54708941097975605396335017848068608E-0027     4.00428140305135259120361200927520959E-0105
   3126.41134529332777421948334327350481           1.10515840603644254028411933474215392E-0008     8.54555909650817484987140394352499819E-0026     1.52895605756683437547391619635578802E-0099
   3282.73183234914947924025713017782525           3.81222600762441251377658958298389452E-0008     2.05545379113336824080515521206789996E-0024     1.72269597628780269945566096978234728E-0094
   3439.05214880387356242223623266540709           1.17693055374086876028331010319037632E-0007     3.70867163859522270537780855190083353E-0023     6.76351710867000889684413422928929948E-0090
   3595.37201235460877723255020765111063           3.29909053524015683360889692263128895E-0007     5.21105375926948852023550621092731516E-0022     1.06154457780306092923044069861126081E-0085
   3751.69077413559037868356858623894817           8.49809520974436331754306586750604718E-0007     5.88266450533310455385388341679880662E-0021     7.46814700575078773063345379618199473E-0082
   3908.00705330394786146342500650373781           2.03194612842057593861140799059269073E-0006     5.47696530007444190169281558321277511E-0020     2.59263301348129647098343910738272499E-0078
   4064.31810365387742922931221852627171           4.54852704217559981395546385776542059E-0006     4.29976396792775780386579542069130694E-0019     4.81754169727398484326909441499398617E-0075
   4220.61878070385127042586217981322749           9.60175557688178809131621165210842786E-0006     2.90051614940004739205651637799793878E-0018     5.13457531992421583213244970844196833E-0072
