     8890.53360599496744833173653122990289           1000.00000000000000000000000000000000           135425933729635.124008851642674792026      
     100.000000000000000000000000000000000           135425933729635.124008851642674792026           8.23078235885322648889104279747869180E-0327
     100.000000000000000000000000000000000           67712966864817.5620044258213373960129           8.23078235885322648889104279747869180E-0327
     2771.70292981139438667846218738823833           33856483432408.7810022129106686980065           199152.494147400386907504718352325929      
     5746.81868616320760634165434575241177           16928241815780.6375748066487881013621           864295591560.431934900487437492697404      
     7216.53745459467350045964032810006139           8896268703670.53475485356811279702916           16573073206820.2212422482794628104792      
     6509.34586365967661691501578407896942           12734670955245.3779985509237878037533           4724159016837.22718164880301999857344      
     7247.48189769490554116770593107382645           8729414986041.30259009986340390116338           17408369626234.1877713769477224286246      
     6448.18940637096247298816157404091041           13068892306137.7451807384055631648936           4183316980857.58631491339105360751688      
     7266.65022152687295348281928689845452           8626104643497.66574782589830838620521           17942797339921.1979636289087280480561      
     6408.78157644234224426309330846964752           13284450991709.4318557274035182171311           3863353008975.70103798083217354993335      
     7276.33844756719059818608755180297021           8573902000342.56644685411784588353244           18217955987543.8709773412426995492940      
     6388.41239444218435655779002151163968           13395928993943.2187120976802727164137           3706268819954.84938429821793148393862      
     7280.57097018230729671362961529038592           8551098906949.03404819794910210017592           18339239150877.9824867956191052701577      
     6830.46028691335270169523375868429929           10985761719587.9262658322058601612741           8630857181706.43631219075048246002366      
     7047.69225267982745381326670956968628           9808309450647.18128901147817131064931           12572566212321.2258384057219362710891      
     6792.78468342488102212848018928602755           11190437831484.2035637086000537908692           8065586063392.79456167409620813479930      
     7081.03031757319539486328465311630089           9628011947438.49906269134813096283510           13291834960276.6632661461053848585267      
     6743.21794632957234214599720370881889           11459923453857.5811644187267579106801           7369302986139.22043210716576845775570      
     7120.51459179783088003900400672834254           9414613219998.40079826294626318421746           14187211686257.7493787420117416685806      
     6680.56237367461115751726437092478611           11800912453128.0750885024790024263990           6561804989196.66573179318239914477728      
     7163.70447382374920128222891648358447           9181358721162.37041014783070078558859           15222798689790.5370192761465656606320      
     6606.93917090802534204311655931188635           12202078705476.4537147119886332231103           5709127653064.58320055367936359632918      
     7205.53747532444946316400942330556544           8955603179270.51845763283399840971973           16284160149634.1299264332590364172434      
     6530.36568558355443123381893509201710           12619881664452.3241920330465174134816           4923183121572.82215596464024229224042      
     7239.66925859893380437618134622300899           8771532393012.57317399884337985286142           17194306762698.4342336166291414879783      
     6463.91446163621991482223447527087952           12982919577855.5037038077362606704190           4317109462413.97304738039397524985121      
     7262.21337340174216497366253247338778           8650014520134.73837559406511796013534           17817920625488.8071070727671583968683      
     6418.00831762923670055864030947481834           13233967572811.7727413334161381785010           3936343846813.65416526185501245843113      
     7274.24974397604999004303140946961615           8585155709812.71345329763557531846627           18158345268092.3719047617546510801661      
     6392.82964240806291845163281227368116           13371750488952.5426790296951131993157           3739865826077.33111003812106246877544      
     7279.69685173213433825653976715399780           8555808157514.93689453390808783404559           18314137521666.8959801247162342471356      
     6831.61665157756726605558635566679735           10979481841746.8382432703793133196564           8648716160771.02872513698189394564802      
     7046.62205889853293512786233785498161           9814099001258.93348420368060363265308           12550019976262.5163606401783288352570      
     6794.32642322810410091210663309945017           11182059488760.7249224219294662339551           8088094955307.91050965457832668561024      
     7079.72353410285344371666755154088090           9635077222034.31771603825389645978307           13263016587481.4508269270723659617933      
     6745.21763027745812913705000700297630           11449046904757.8842714826631312107890           7396385147404.51394861388884357917605      
     7119.01485629045428600941619853355145           9422716026081.19911004827598739498211           14152319578236.7040302513504554332299      
     6683.02227192006827441235084836083362           11787517802158.9515701498132214141069           6592044245560.93754284131266908968407      
     7162.14440496836282439875315999431653           9189781023859.94455649556294525189547           15184342469982.7838261188726745939818      
     6609.69338132888955177637263502716733           12187061746921.3641913072178099229378           5739256044987.36687101420738428059145      
     7204.13688050835059078244683214134778           8963158895954.36553116071259710176419           16247671246451.0309944784545227989243      
     6533.01531989808490283718871025982744           12605415071202.6982628195835599503443           4948765834909.01089045729789288934478      
     7238.63833800559506624639871384139187           8777090453055.85457663844072641984409           17166221179352.7039494166724616320048      
